cluster	chr	start	end	strand	nr_ctss	dominant_ctss	tpm	tpm.dominant_ctss	q_0.1	q_0.9	interquantile_width
4773	chr2R	17685969	17685992	+	2	17685970	49	36	17685970	17685992	23
4774	chr2R	17686731	17686736	+	2	17686732	110	103	17686732	17686732	1
4775	chr2R	17697900	17697954	+	5	17697936	160	43	17697901	17697954	54
4776	chr2R	17699045	17699160	+	14	17699097	544	269	17699057	17699098	42
4777	chr2R	17699806	17699830	+	5	17699807	237	145	17699807	17699821	15
4778	chr2R	17722275	17722405	+	44	17722332	10826	2410	17722300	17722356	57
4779	chr2R	17722803	17722840	+	5	17722840	140	50	17722804	17722840	37
4780	chr2R	17726730	17726768	+	6	17726759	288	107	17726740	17726768	29
4781	chr2R	17726914	17726934	+	5	17726931	156	75	17726923	17726931	9
4782	chr2R	17733082	17733110	+	4	17733086	93	30	17733083	17733110	28
4783	chr2R	17733230	17733277	+	10	17733268	131	33	17733254	17733277	24
4784	chr2R	17739907	17739948	+	10	17739909	245	72	17739909	17739948	40
4785	chr2R	17748907	17749030	+	26	17748919	1991	377	17748916	17749008	93
4786	chr2R	17750292	17750306	+	6	17750297	50	19	17750295	17750302	8
4787	chr2R	17760836	17760887	+	6	17760842	247	115	17760842	17760884	43
4788	chr2R	17760952	17760989	+	4	17760953	76	46	17760953	17760989	37
4789	chr2R	17766887	17766890	+	2	17766888	51	27	17766888	17766890	3
4790	chr2R	17786132	17786275	+	20	17786190	637	93	17786138	17786247	110
4791	chr2R	17786737	17786743	+	2	17786743	48	26	17786738	17786743	6
4792	chr2R	17789660	17789744	+	19	17789681	1536	738	17789680	17789713	34
4793	chr2R	17793163	17793261	+	9	17793195	421	121	17793164	17793234	71
4794	chr2R	17830663	17830760	+	4	17830690	159	92	17830664	17830760	97
4795	chr2R	17846700	17846701	+	1	17846701	156	156	17846701	17846701	1
4796	chr2R	17850872	17850939	+	12	17850939	451	126	17850873	17850939	67
4797	chr2R	17853226	17853318	+	16	17853285	995	136	17853256	17853301	46
4798	chr2R	17868967	17869052	+	10	17869051	192	34	17869006	17869051	46
4799	chr2R	17873935	17873939	+	2	17873939	35	28	17873936	17873939	4
4800	chr2R	17913916	17913946	+	4	17913942	190	95	17913917	17913946	30
4801	chr2R	17954546	17954639	+	23	17954597	2605	427	17954573	17954627	55
4802	chr2R	18094941	18094998	+	9	18094952	565	177	18094942	18094998	57
4803	chr2R	18095404	18095433	+	7	18095416	300	97	18095416	18095433	18
4804	chr2R	18095474	18095477	+	2	18095475	29	15	18095475	18095477	3
4805	chr2R	18126310	18126372	+	4	18126350	257	189	18126317	18126372	56
4806	chr2R	18128253	18128301	+	3	18128301	59	21	18128254	18128301	48
4807	chr2R	18128434	18128522	+	14	18128477	239	34	18128462	18128507	46
4808	chr2R	18135222	18135260	+	2	18135260	23	20	18135223	18135260	38
4809	chr2R	18135356	18135507	+	31	18135429	3134	710	18135403	18135453	51
4810	chr2R	18140016	18140109	+	24	18140091	7469	4776	18140063	18140094	32
4811	chr2R	18140716	18140839	+	28	18140786	2160	457	18140737	18140816	80
4812	chr2R	18141285	18141486	+	45	18141380	8541	2728	18141335	18141384	50
4813	chr2R	18141589	18141637	+	4	18141637	93	42	18141590	18141637	48
4814	chr2R	18143731	18143733	+	2	18143733	22	12	18143732	18143733	2
4815	chr2R	18143996	18143998	+	2	18143997	32	19	18143997	18143998	2
4816	chr2R	18144228	18144264	+	2	18144229	38	21	18144229	18144264	36
4817	chr2R	18144652	18144672	+	2	18144672	25	17	18144653	18144672	20
4818	chr2R	18145172	18145212	+	11	18145198	377	120	18145176	18145200	25
4819	chr2R	18145403	18145463	+	12	18145404	373	57	18145404	18145461	58
4820	chr2R	18145672	18145693	+	2	18145673	36	20	18145673	18145693	21
4821	chr2R	18145784	18145833	+	4	18145833	125	74	18145785	18145833	49
4822	chr2R	18145875	18145884	+	4	18145884	98	42	18145876	18145884	9
4823	chr2R	18145933	18145958	+	5	18145955	534	332	18145934	18145957	24
4824	chr2R	18146008	18146238	+	41	18146103	1603	349	18146102	18146215	114
4825	chr2R	18146480	18146562	+	7	18146544	115	46	18146488	18146544	57
4826	chr2R	18146603	18146637	+	17	18146633	1067	224	18146608	18146635	28
4827	chr2R	18146692	18146694	+	2	18146694	102	91	18146693	18146694	2
4828	chr2R	18151438	18151474	+	2	18151474	37	31	18151439	18151474	36
4829	chr2R	18151584	18151684	+	26	18151601	2971	997	18151601	18151631	31
4830	chr2R	18151748	18151883	+	18	18151771	522	113	18151762	18151866	105
4831	chr2R	18158229	18158282	+	9	18158267	426	162	18158238	18158270	33
4832	chr2R	18160691	18160774	+	11	18160740	325	74	18160701	18160740	40
4833	chr2R	18167208	18167342	+	37	18167242	4596	997	18167242	18167308	67
4834	chr2R	18173649	18173810	+	34	18173789	2141	522	18173694	18173789	96
4835	chr2R	18180442	18180554	+	21	18180506	1648	395	18180472	18180547	76
4836	chr2R	18180602	18180633	+	6	18180625	270	151	18180622	18180633	12
4837	chr2R	18212342	18212367	+	3	18212343	67	28	18212343	18212367	25
4838	chr2R	18227425	18227459	+	5	18227450	136	41	18227426	18227459	34
4839	chr2R	18277393	18277526	+	33	18277475	3252	540	18277425	18277501	77
4840	chr2R	18297705	18297745	+	3	18297721	158	105	18297706	18297745	40
4841	chr2R	18383948	18383961	+	5	18383953	1014	890	18383953	18383953	1
4842	chr2R	18384562	18384570	+	3	18384567	102	61	18384563	18384570	8
4843	chr2R	18386602	18386606	+	2	18386603	427	409	18386603	18386603	1
4844	chr2R	18388118	18388126	+	6	18388122	2378	1955	18388120	18388122	3
4845	chr2R	18389066	18389071	+	2	18389071	69	45	18389067	18389071	5
4846	chr2R	18398379	18398492	+	22	18398393	3465	1563	18398393	18398428	36
4847	chr2R	18399491	18399495	+	3	18399492	160	148	18399492	18399492	1
4848	chr2R	18400713	18400725	+	9	18400717	8615	6056	18400717	18400721	5
4849	chr2R	18400995	18400999	+	4	18400998	123	68	18400996	18400999	4
4850	chr2R	18404600	18404608	+	4	18404605	472	385	18404604	18404605	2
4851	chr2R	18406008	18406018	+	8	18406013	4034	3594	18406013	18406013	1
4852	chr2R	18406919	18406961	+	8	18406924	1610	1386	18406924	18406924	1
4853	chr2R	18407832	18407835	+	3	18407834	705	659	18407834	18407834	1
4854	chr2R	18408841	18408849	+	2	18408842	48	28	18408842	18408849	8
4855	chr2R	18409014	18409056	+	13	18409050	1818	1608	18409050	18409050	1
4856	chr2R	18411947	18412059	+	28	18412039	4378	1286	18412028	18412039	12
4857	chr2R	18412977	18413005	+	4	18413005	88	43	18413001	18413005	5
4858	chr2R	18420265	18420269	+	3	18420269	32	19	18420266	18420269	4
4859	chr2R	18421390	18421521	+	46	18421415	7369	848	18421415	18421488	74
4860	chr2R	18424049	18424106	+	4	18424076	101	29	18424050	18424106	57
4861	chr2R	18424402	18424403	+	1	18424403	418	418	18424403	18424403	1
4862	chr2R	18424458	18424460	+	2	18424460	53	33	18424459	18424460	2
4863	chr2R	18426421	18426510	+	6	18426454	296	123	18426452	18426510	59
4864	chr2R	18440932	18441015	+	21	18440996	4335	2473	18440961	18440997	37
4865	chr2R	18441187	18441324	+	32	18441238	2516	303	18441220	18441295	76
4866	chr2R	18441387	18441480	+	15	18441445	624	144	18441399	18441480	82
4867	chr2R	18446192	18446229	+	4	18446223	142	49	18446193	18446229	37
4868	chr2R	18446546	18446603	+	18	18446570	1187	501	18446550	18446577	28
4869	chr2R	18451274	18451357	+	18	18451321	1435	295	18451291	18451339	49
4870	chr2R	18503608	18503611	+	3	18503610	326	303	18503610	18503610	1
4871	chr2R	18536767	18536772	+	4	18536769	622	562	18536769	18536769	1
4872	chr2R	18541122	18541197	+	9	18541123	516	197	18541123	18541187	65
4873	chr2R	18613084	18613126	+	4	18613095	95	57	18613085	18613126	42
4874	chr2R	18613374	18613399	+	2	18613375	89	59	18613375	18613399	25
4875	chr2R	18615033	18615128	+	31	18615065	3742	524	18615048	18615111	64
4876	chr2R	18615946	18616048	+	28	18615983	6043	1415	18615972	18616018	47
4877	chr2R	18621529	18621598	+	7	18621530	100	41	18621530	18621593	64
4878	chr2R	18621744	18621763	+	3	18621745	88	44	18621745	18621763	19
4879	chr2R	18625243	18625319	+	11	18625273	219	35	18625244	18625312	69
4880	chr2R	18627884	18627965	+	19	18627958	2089	954	18627924	18627961	38
4881	chr2R	18687302	18687398	+	29	18687358	13283	6643	18687357	18687360	4
4882	chr2R	18687511	18687512	+	1	18687512	150	150	18687512	18687512	1
4883	chr2R	18687603	18687605	+	2	18687605	154	122	18687604	18687605	2
4884	chr2R	18687694	18687696	+	2	18687695	49	27	18687695	18687696	2
4885	chr2R	18688101	18688180	+	14	18688132	923	590	18688132	18688143	12
4886	chr2R	18696280	18696366	+	17	18696316	1295	280	18696295	18696346	52
4887	chr2R	18705955	18706022	+	14	18705982	1659	528	18705982	18706018	37
4888	chr2R	18744460	18744567	+	26	18744490	1497	178	18744481	18744555	75
4889	chr2R	18754989	18754996	+	2	18754996	259	163	18754990	18754996	7
4890	chr2R	18771484	18771486	+	2	18771485	115	105	18771485	18771485	1
4891	chr2R	18819444	18819673	+	71	18819540	10026	809	18819478	18819614	137
4892	chr2R	18835264	18835297	+	9	18835266	3665	3334	18835266	18835266	1
4893	chr2R	18835347	18835350	+	2	18835348	52	31	18835348	18835350	3
4894	chr2R	18836305	18836366	+	8	18836366	405	180	18836308	18836366	59
4895	chr2R	18850844	18850900	+	11	18850900	728	384	18850855	18850900	46
4896	chr2R	18862799	18862924	+	48	18862845	16774	4461	18862823	18862873	51
4897	chr2R	18863884	18864017	+	13	18863926	510	82	18863896	18864006	111
4898	chr2R	18895172	18895194	+	4	18895178	207	84	18895173	18895194	22
4899	chr2R	18969544	18969621	+	9	18969590	694	184	18969566	18969619	54
4900	chr2R	18972788	18972853	+	15	18972803	2286	512	18972803	18972833	31
4901	chr2R	18972938	18972996	+	8	18972939	122	30	18972939	18972963	25
4902	chr2R	18977471	18977589	+	23	18977547	817	135	18977483	18977549	67
4903	chr2R	18977708	18977788	+	16	18977710	1401	720	18977710	18977771	62
4904	chr2R	19059362	19059458	+	30	19059437	30525	12770	19059422	19059437	16
4905	chr2R	19060051	19060122	+	5	19060102	225	70	19060052	19060122	71
4906	chr2R	19060170	19060172	+	2	19060171	95	76	19060171	19060172	2
4907	chr2R	19060540	19060542	+	2	19060541	111	82	19060541	19060542	2
4908	chr2R	19060826	19060891	+	9	19060891	505	203	19060836	19060891	56
4909	chr2R	19129591	19129644	+	8	19129592	126	25	19129592	19129622	31
4910	chr2R	19137374	19137482	+	26	19137402	5055	1299	19137399	19137454	56
4911	chr2R	19138463	19138467	+	2	19138464	13	8	19138464	19138467	4
4912	chr2R	19141612	19141658	+	13	19141636	1098	571	19141633	19141653	21
4913	chr2R	19144523	19144543	+	2	19144524	41	22	19144524	19144543	20
4914	chr2R	19155220	19155221	+	1	19155221	143	143	19155221	19155221	1
4915	chr2R	19164144	19164148	+	2	19164148	380	334	19164145	19164148	4
4916	chr2R	19170217	19170228	+	5	19170228	48	19	19170218	19170228	11
4917	chr2R	19178688	19178845	+	21	19178716	1499	340	19178716	19178759	44
4918	chr2R	19227251	19227398	+	40	19227315	6131	1562	19227304	19227380	77
4919	chr2R	19229064	19229072	+	5	19229066	991	933	19229066	19229066	1
4920	chr2R	19249756	19249799	+	4	19249761	62	53	19249761	19249761	1
4921	chr2R	19259784	19259929	+	22	19259892	7457	4080	19259846	19259894	49
4922	chr2R	19260039	19260043	+	2	19260040	123	88	19260040	19260043	4
4923	chr2R	19277733	19277812	+	11	19277785	819	220	19277745	19277785	41
4924	chr2R	19290063	19290220	+	56	19290114	38461	22589	19290111	19290118	8
4925	chr2R	19290414	19290451	+	3	19290415	294	237	19290415	19290433	19
4926	chr2R	19290562	19290680	+	12	19290597	1515	627	19290569	19290613	45
4927	chr2R	19290780	19290783	+	2	19290781	85	50	19290781	19290783	3
4928	chr2R	19292529	19292563	+	10	19292548	1000	484	19292547	19292561	15
4929	chr2R	19292771	19292823	+	11	19292803	715	136	19292772	19292823	52
4930	chr2R	19305128	19305224	+	22	19305200	910	465	19305173	19305205	33
4931	chr2R	19341755	19341925	+	37	19341816	18829	13903	19341806	19341817	12
4932	chr2R	19342136	19342138	+	2	19342137	55	30	19342137	19342138	2
4933	chr2R	19342182	19342184	+	2	19342183	67	41	19342183	19342184	2
4934	chr2R	19343590	19343592	+	2	19343591	161	140	19343591	19343592	2
4935	chr2R	19344009	19344021	+	3	19344021	91	40	19344010	19344021	12
4936	chr2R	19344354	19344417	+	10	19344400	839	352	19344365	19344401	37
4937	chr2R	19344543	19344560	+	2	19344544	90	58	19344544	19344560	17
4938	chr2R	19344925	19344933	+	3	19344931	121	51	19344926	19344933	8
4939	chr2R	19345145	19345150	+	2	19345146	65	42	19345146	19345150	5
4940	chr2R	19345298	19345330	+	4	19345329	442	263	19345299	19345330	32
4941	chr2R	19357519	19357550	+	5	19357550	92	25	19357520	19357550	31
4942	chr2R	19375680	19375741	+	12	19375740	359	161	19375705	19375740	36
4943	chr2R	19390102	19390134	+	6	19390114	71	19	19390103	19390131	29
4944	chr2R	19391265	19391315	+	6	19391266	1031	573	19391266	19391315	50
4945	chr2R	19399766	19399823	+	6	19399795	178	45	19399767	19399823	57
4946	chr2R	19425074	19425126	+	9	19425119	667	390	19425075	19425119	45
4947	chr2R	19437448	19437552	+	17	19437492	571	159	19437480	19437552	73
4948	chr2R	19442314	19442464	+	55	19442359	31919	14299	19442348	19442361	14
4949	chr2R	19442611	19442725	+	8	19442706	215	55	19442612	19442708	97
4950	chr2R	19442904	19442927	+	8	19442924	146	39	19442905	19442927	23
4951	chr2R	19442967	19442976	+	4	19442975	133	84	19442975	19442976	2
4952	chr2R	19445825	19445829	+	2	19445826	29	17	19445826	19445829	4
4953	chr2R	19452460	19452542	+	12	19452512	158	24	19452461	19452526	66
4954	chr2R	19456121	19456289	+	28	19456179	2344	684	19456155	19456207	53
4955	chr2R	19462499	19462567	+	7	19462505	273	189	19462505	19462559	55
4956	chr2R	19462703	19462708	+	2	19462704	12	10	19462704	19462708	5
4957	chr2R	19463173	19463184	+	2	19463174	16	13	19463174	19463184	11
4958	chr2R	19467462	19467477	+	4	19467466	761	598	19467466	19467471	6
4959	chr2R	19486927	19487019	+	10	19486958	483	127	19486933	19487002	70
4960	chr2R	19492089	19492134	+	11	19492094	175	30	19492094	19492134	41
4961	chr2R	19503014	19503140	+	30	19503081	3662	589	19503023	19503096	74
4962	chr2R	19593719	19593849	+	27	19593766	2708	442	19593745	19593797	53
4963	chr2R	19635234	19635366	+	26	19635273	2532	1014	19635273	19635316	44
4964	chr2R	19637473	19637570	+	51	19637516	16448	6980	19637505	19637557	53
4965	chr2R	19642913	19643018	+	31	19642945	7276	3401	19642942	19642974	33
4966	chr2R	19657683	19657798	+	17	19657756	5063	2271	19657726	19657774	49
4967	chr2R	19662405	19662528	+	42	19662436	13957	3206	19662412	19662484	73
4968	chr2R	19670611	19670650	+	3	19670612	36	21	19670612	19670649	38
4969	chr2R	19671126	19671239	+	30	19671179	4671	1238	19671169	19671214	46
4970	chr2R	19714032	19714127	+	30	19714064	71914	58620	19714064	19714065	2
4971	chr2R	19714199	19714203	+	3	19714201	88	43	19714200	19714203	4
4972	chr2R	19714463	19714488	+	3	19714464	62	21	19714464	19714488	25
4973	chr2R	19775426	19775431	+	2	19775427	174	122	19775427	19775431	5
4974	chr2R	19826548	19826583	+	8	19826578	1930	1398	19826577	19826579	3
4975	chr2R	19859885	19859891	+	3	19859891	108	51	19859886	19859891	6
4976	chr2R	19860119	19860160	+	3	19860160	94	50	19860120	19860160	41
4977	chr2R	19864666	19864740	+	10	19864709	699	245	19864694	19864715	22
4978	chr2R	19868738	19868770	+	2	19868770	49	31	19868739	19868770	32
4979	chr2R	19947148	19947384	+	61	19947207	31381	6882	19947195	19947223	29
4980	chr2R	19947485	19947494	+	2	19947486	59	35	19947486	19947494	9
4981	chr2R	19951319	19951459	+	51	19951390	21503	6728	19951361	19951421	61
4982	chr2R	19953809	19953866	+	4	19953828	102	30	19953810	19953866	57
4983	chr2R	19956189	19956266	+	12	19956250	1517	508	19956211	19956250	40
4984	chr2R	19979243	19979247	+	3	19979244	566	440	19979244	19979246	3
4985	chr2R	19980251	19980320	+	4	19980276	200	77	19980252	19980320	69
4986	chr2R	19980411	19980470	+	7	19980412	290	82	19980412	19980470	59
4987	chr2R	19981069	19981076	+	2	19981070	21	16	19981070	19981076	7
4988	chr2R	19982194	19982296	+	9	19982235	443	129	19982195	19982293	99
4989	chr2R	20026024	20026059	+	4	20026055	370	286	20026028	20026055	28
4990	chr2R	20037736	20037750	+	4	20037737	33	15	20037737	20037750	14
4991	chr2R	20040841	20040869	+	5	20040842	258	84	20040842	20040864	23
4992	chr2R	20111509	20111511	+	2	20111511	149	143	20111511	20111511	1
4993	chr2R	20257665	20257684	+	8	20257676	318	85	20257672	20257681	10
4994	chr2R	20257777	20257846	+	12	20257817	494	121	20257781	20257821	41
4995	chr2R	20257931	20257972	+	3	20257969	64	25	20257932	20257972	41
4996	chr2R	20263938	20264106	+	64	20263988	33819	17808	20263985	20263993	9
4997	chr2R	20264306	20264427	+	13	20264347	769	527	20264347	20264353	7
4998	chr2R	20264490	20264505	+	3	20264505	46	21	20264491	20264505	15
4999	chr2R	20264561	20264583	+	2	20264562	21	12	20264562	20264583	22
5000	chr2R	20264824	20264898	+	4	20264859	95	29	20264825	20264898	74
5001	chr2R	20274625	20274680	+	11	20274649	212	73	20274649	20274678	30
5002	chr2R	20289533	20289659	+	34	20289603	7486	2539	20289582	20289617	36
5003	chr2R	20293891	20293918	+	4	20293905	157	49	20293892	20293918	27
5004	chr2R	20315290	20315356	+	13	20315299	612	146	20315299	20315338	40
5005	chr2R	20317265	20317407	+	23	20317322	1753	307	20317294	20317384	91
5006	chr2R	20319147	20319225	+	24	20319208	3818	1097	20319164	20319210	47
5007	chr2R	20320496	20320511	+	5	20320498	1206	1081	20320498	20320498	1
5008	chr2R	20327252	20327333	+	16	20327275	832	407	20327272	20327320	49
5009	chr2R	20341797	20341860	+	4	20341820	122	51	20341798	20341860	63
5010	chr2R	20341930	20342069	+	31	20341988	5830	3139	20341979	20342028	50
5011	chr2R	20342224	20342227	+	3	20342225	167	94	20342225	20342227	3
5012	chr2R	20343793	20343898	+	24	20343847	3585	775	20343811	20343849	39
5013	chr2R	20346956	20347045	+	33	20347014	4470	936	20346998	20347038	41
5014	chr2R	20424337	20424338	+	1	20424338	116	116	20424338	20424338	1
5015	chr2R	20526303	20526314	+	4	20526311	359	275	20526311	20526314	4
5016	chr2R	20533358	20533362	+	2	20533359	26	14	20533359	20533362	4
5017	chr2R	20534508	20534518	+	5	20534512	2700	1998	20534509	20534512	4
5018	chr2R	20536493	20536651	+	21	20536561	1268	236	20536505	20536601	97
5019	chr2R	20585375	20585419	+	5	20585394	148	48	20585376	20585419	44
5020	chr2R	20587501	20587642	+	38	20587571	3892	588	20587546	20587594	49
5021	chr2R	20595446	20595497	+	7	20595468	413	240	20595450	20595497	48
5022	chr2R	20618435	20618506	+	12	20618501	743	246	20618438	20618501	64
5023	chr2R	20618608	20618685	+	17	20618660	426	164	20618630	20618671	42
5024	chr2R	20623468	20623594	+	16	20623547	630	211	20623509	20623576	68
5025	chr2R	20636353	20636462	+	28	20636391	4694	1225	20636384	20636427	44
5026	chr2R	20640947	20641062	+	43	20640984	9323	4349	20640980	20641019	40
5027	chr2R	20641555	20641625	+	17	20641557	2035	497	20641557	20641595	39
5028	chr2R	20641717	20641795	+	16	20641750	1093	360	20641743	20641780	38
5029	chr2R	20644031	20644093	+	17	20644050	815	188	20644036	20644077	42
5030	chr2R	20646361	20646363	+	2	20646363	88	86	20646363	20646363	1
5031	chr2R	20668100	20668117	+	2	20668117	11	10	20668117	20668117	1
5032	chr2R	20671151	20671246	+	20	20671155	1582	232	20671155	20671216	62
5033	chr2R	20671497	20671563	+	4	20671507	58	21	20671498	20671563	66
5034	chr2R	20722563	20722582	+	2	20722582	162	130	20722564	20722582	19
5035	chr2R	20722631	20722643	+	5	20722633	805	476	20722633	20722643	11
5036	chr2R	20748104	20748200	+	17	20748166	1528	319	20748139	20748197	59
5037	chr2R	20766965	20767021	+	8	20766979	356	98	20766966	20767004	39
5038	chr2R	20822262	20822310	+	7	20822263	181	49	20822263	20822310	48
5039	chr2R	20837480	20837559	+	10	20837520	930	436	20837485	20837530	46
5040	chr2R	20863748	20863916	+	43	20863820	5809	561	20863771	20863859	89
5041	chr2R	20870346	20870349	+	2	20870347	117	74	20870347	20870349	3
5042	chr2R	20870391	20870397	+	5	20870396	2860	2720	20870396	20870396	1
5043	chr2R	20870791	20870834	+	4	20870815	39	20	20870792	20870834	43
5044	chr2R	20871315	20871317	+	2	20871316	63	61	20871316	20871316	1
5045	chr2R	20896959	20897066	+	22	20897014	1865	289	20896986	20897056	71
5046	chr2R	20906573	20906575	+	2	20906574	53	34	20906574	20906575	2
5047	chr2R	20909659	20909739	+	23	20909677	3199	845	20909677	20909732	56
5048	chr2R	20944022	20944094	+	14	20944028	7058	6835	20944028	20944028	1
5049	chr2R	20944930	20944933	+	2	20944931	9	5	20944931	20944933	3
5050	chr2R	20945307	20945309	+	2	20945308	24	12	20945308	20945309	2
5051	chr2R	20945394	20945423	+	2	20945395	10	8	20945395	20945423	29
5052	chr2R	20945481	20945488	+	2	20945482	10	7	20945482	20945488	7
5053	chr2R	20946028	20946037	+	3	20946037	41	26	20946035	20946037	3
5054	chr2R	20949840	20949877	+	2	20949877	45	26	20949841	20949877	37
5055	chr2R	20950079	20950194	+	43	20950111	13648	3176	20950108	20950157	50
5056	chr2R	20974529	20974550	+	2	20974550	39	20	20974530	20974550	21
5057	chr2R	20977030	20977148	+	35	20977085	5617	718	20977042	20977101	60
5058	chr2R	20977256	20977301	+	5	20977257	121	31	20977257	20977301	45
5059	chr2R	20979320	20979439	+	35	20979397	6512	1335	20979355	20979399	45
5060	chr2R	20981886	20981923	+	3	20981899	78	41	20981887	20981923	37
5061	chr2R	20982408	20982410	+	2	20982410	69	37	20982409	20982410	2
5062	chr2R	20994862	20994987	+	46	20994909	16099	6076	20994904	20994939	36
5063	chr2R	20995545	20995548	+	2	20995546	65	34	20995546	20995548	3
5064	chr2R	20995593	20995652	+	5	20995612	633	526	20995612	20995613	2
5065	chr2R	20995707	20995747	+	2	20995708	39	21	20995708	20995747	40
5066	chr2R	20996191	20996301	+	12	20996220	1111	789	20996220	20996240	21
5067	chr2R	20996452	20996455	+	2	20996455	31	18	20996453	20996455	3
5068	chr2R	20996582	20996586	+	2	20996583	51	34	20996583	20996586	4
5069	chr2R	21011945	21012030	+	17	21011966	829	169	21011950	21011996	47
5070	chr2R	21015765	21015831	+	6	21015797	205	91	21015766	21015831	66
5071	chr2R	21025047	21025149	+	33	21025116	9114	4573	21025112	21025138	27
5072	chr2R	21025242	21025250	+	2	21025243	99	79	21025243	21025250	8
5073	chr2R	21057734	21057845	+	41	21057791	3001	677	21057747	21057820	74
5074	chr2R	21060767	21060833	+	20	21060799	2075	338	21060777	21060806	30
5075	chr2R	21068208	21068275	+	11	21068260	658	190	21068209	21068268	60
5076	chr2R	21076369	21076611	+	37	21076440	2642	270	21076390	21076586	197
5077	chr2R	21076840	21076845	+	2	21076845	158	110	21076841	21076845	5
5078	chr2R	21080609	21080619	+	7	21080615	900	385	21080610	21080615	6
5079	chr2R	21084337	21084344	+	5	21084338	222	149	21084338	21084344	7
5080	chr2R	21092220	21092223	+	3	21092223	82	68	21092222	21092223	2
5081	chr2R	21093290	21093407	+	17	21093340	1103	440	21093298	21093360	63
5082	chr2R	21121556	21121621	+	16	21121576	1038	274	21121562	21121617	56
5083	chr2R	21128541	21128666	+	37	21128584	5648	1233	21128572	21128612	41
5084	chr2R	21142349	21142393	+	14	21142380	3673	1737	21142370	21142393	24
5085	chr2R	21143514	21143744	+	66	21143595	6491	2772	21143566	21143680	115
5086	chr2R	21143816	21143897	+	5	21143846	99	48	21143817	21143895	79
5087	chr2R	21146184	21146252	+	11	21146203	586	158	21146203	21146252	50
5088	chr2R	21168928	21169005	+	22	21168935	2856	555	21168932	21168978	47
5089	chr2R	21169420	21169448	+	2	21169421	40	22	21169421	21169448	28
5090	chr2R	21170983	21171043	+	16	21171026	807	272	21171000	21171038	39
5091	chr2R	21175314	21175320	+	2	21175320	55	38	21175315	21175320	6
5092	chr2R	21179119	21179123	+	2	21179123	17	11	21179120	21179123	4
5093	chr2R	21183274	21183342	+	8	21183294	264	114	21183275	21183337	63
5094	chr2R	21184449	21184549	+	16	21184480	670	98	21184455	21184498	44
5095	chr2R	21192247	21192257	+	2	21192257	50	29	21192248	21192257	10
5096	chr2R	21193572	21193579	+	2	21193573	136	131	21193573	21193573	1
5097	chr2R	21200477	21200487	+	5	21200487	636	596	21200487	21200487	1
5098	chr2R	21225703	21225718	+	3	21225704	82	46	21225704	21225718	15
5099	chr2R	21228846	21228918	+	9	21228878	606	185	21228861	21228896	36
5100	chr2R	21248979	21248998	+	2	21248980	81	41	21248980	21248998	19
5101	chr2R	21255798	21255799	+	1	21255799	115	115	21255799	21255799	1
5102	chr2R	21266068	21266083	+	2	21266083	55	28	21266069	21266083	15
5103	chr2R	21282278	21282377	+	16	21282279	416	76	21282279	21282339	61
5104	chr2R	21283043	21283047	+	2	21283044	8	4	21283044	21283047	4
5105	chr2R	21293591	21293647	+	5	21293596	202	56	21293592	21293639	48
5106	chr2R	21293723	21293868	+	65	21293772	30755	9838	21293752	21293779	28
5107	chr2R	21293961	21293973	+	2	21293973	53	33	21293962	21293973	12
5108	chr2R	21294053	21294063	+	2	21294054	1047	1033	21294054	21294054	1
5109	chr2R	21295642	21295690	+	14	21295657	867	381	21295652	21295685	34
5110	chr2R	21313874	21313884	+	5	21313880	173	72	21313877	21313880	4
5111	chr2R	21321519	21321568	+	3	21321520	70	32	21321520	21321568	49
5112	chr2R	21323388	21323475	+	26	21323437	3243	860	21323409	21323439	31
5113	chr2R	21323692	21323749	+	11	21323695	144	32	21323693	21323732	40
5114	chr2R	21324227	21324270	+	5	21324228	77	28	21324228	21324270	43
5115	chr2R	21386309	21386354	+	4	21386354	87	30	21386310	21386354	45
5116	chr2R	21386621	21386626	+	4	21386626	274	244	21386625	21386626	2
5117	chr2R	21389404	21389428	+	4	21389405	53	38	21389405	21389425	21
5118	chr2R	21396789	21396826	+	2	21396826	47	28	21396790	21396826	37
5119	chr2R	21401692	21401731	+	2	21401731	65	47	21401693	21401731	39
5120	chr2R	21481891	21481988	+	15	21481929	538	333	21481929	21481974	46
5121	chr2R	21502055	21502199	+	32	21502102	3970	1984	21502101	21502142	42
5122	chr2R	21502275	21502289	+	3	21502278	25	11	21502276	21502289	14
5123	chr2R	21507361	21507532	+	34	21507450	7027	1261	21507414	21507474	61
5124	chr2R	21512127	21512172	+	4	21512166	155	84	21512128	21512172	45
5125	chr2R	21522420	21522427	+	2	21522421	43	22	21522421	21522427	7
5126	chr2R	21575303	21575307	+	2	21575307	89	54	21575304	21575307	4
5127	chr2R	21583454	21583556	+	30	21583474	3549	386	21583470	21583516	47
5128	chr2R	21584260	21584275	+	2	21584261	43	25	21584261	21584275	15
5129	chr2R	21584946	21584948	+	2	21584947	53	30	21584947	21584948	2
5130	chr2R	21590251	21590381	+	32	21590289	2280	228	21590258	21590342	85
5131	chr2R	21624813	21624848	+	3	21624846	42	19	21624814	21624848	35
5132	chr2R	21625017	21625093	+	10	21625046	240	83	21625038	21625051	14
5133	chr2R	21634248	21634321	+	6	21634249	235	66	21634249	21634321	73
5134	chr2R	21634628	21634765	+	14	21634715	311	113	21634663	21634715	53
