#gene_ID	old_cluster	consensus_cluster_ID_old	cluster_ID_in_bam	new_cluster	consensus_cluster_ID_new	cluster_ID_in_HS72	distance_between_old_new	gene_name
FBgn0026086	Bcc	cluster14412	clusterTSS_bam_11872	Hcc	cluster14413	clusterTSS_HS72_16399	237	Adar
FBgn0026147	Bcc	cluster898	clusterTSS_bam_782	Hcc	cluster899	clusterTSS_HS72_1023	282	CG16833
FBgn0026160	Bcc	cluster7391	clusterTSS_bam_6061	Hcc	cluster7392	clusterTSS_HS72_8387	11966	tna
FBgn0026176	Bcc	cluster5520	clusterTSS_bam_4483	Hcc	cluster5519	clusterTSS_HS72_6252	159	SkpB
FBgn0026189	Bcc	cluster8516	clusterTSS_bam_6958	Hcc	cluster8515	clusterTSS_HS72_9667	514	prominin-like
FBgn0026206	Bcc	cluster14858	clusterTSS_bam_12290	Hcc	cluster14860	clusterTSS_HS72_16893	2264	mei-P26
FBgn0026257	Bcc	cluster11478	clusterTSS_bam_9390	Hcc	cluster11476	clusterTSS_HS72_13040	-1129	cav
FBgn0026259	Bcc	cluster8551	clusterTSS_bam_6988	Hcc	cluster8552	clusterTSS_HS72_9707	-445	eIF5B
FBgn0026263	Bcc	cluster8856	clusterTSS_bam_7254	Hcc	cluster8855	clusterTSS_HS72_10051	1935	bip1
FBgn0026316	Bcc	cluster6041	clusterTSS_bam_4921	Hcc	cluster6042	clusterTSS_HS72_6836	-193	Ubc10
FBgn0026401	Bcc	cluster4950	clusterTSS_bam_4025	Hcc	cluster4947	clusterTSS_HS72_5599	28565	Nipped-B
FBgn0026409	Bcc	cluster7630	clusterTSS_bam_6259	Hcc	cluster7631	clusterTSS_HS72_8652	347	Mpcp
FBgn0026418	Bcc	cluster7599	clusterTSS_bam_6235	Hcc	cluster7600	clusterTSS_HS72_8622	331	Hsc70Cb
FBgn0026427	Bcc	cluster5757	clusterTSS_bam_4679	Hcc	cluster5756	clusterTSS_HS72_6516	4368	Su(var)2-HP2
FBgn0026428	Bcc	cluster15197	clusterTSS_bam_12613	Hcc	cluster15199	clusterTSS_HS72_17267	1239	HDAC6
FBgn0026597	Bcc	cluster11892	clusterTSS_bam_9727	Hcc	cluster11891	clusterTSS_HS72_13509	-241	Axn
FBgn0026619	Bcc	cluster5592	clusterTSS_bam_4534	Hcc	cluster5589	clusterTSS_HS72_6331	1470	Taz
FBgn0026718	Bcc	cluster2260	clusterTSS_bam_1859	Hcc	cluster2258	clusterTSS_HS72_2539	12872	fu12
FBgn0026761	Bcc	cluster5028	clusterTSS_bam_4081	Hcc	cluster5029	clusterTSS_HS72_5692	-179	Trap1
FBgn0026787	Bcc	cluster1582	clusterTSS_bam_1286	Hcc	cluster1581	clusterTSS_HS72_1782	1694	Nhe1
FBgn0027066	Bcc	cluster3323	clusterTSS_bam_2653	Hcc	cluster3324	clusterTSS_HS72_3754	2814	Eb1
FBgn0027086	Bcc	cluster8164	clusterTSS_bam_6690	Hcc	cluster8165	clusterTSS_HS72_9263	110	Aats-ile
FBgn0027335	Bcc	cluster16729	clusterTSS_bam_14026	Hcc	cluster16727	clusterTSS_HS72_19003	184	Rip11
FBgn0027343	Bcc	cluster14357	clusterTSS_bam_11821	Hcc	cluster14358	clusterTSS_HS72_16342	7706	fz3
FBgn0027495	Bcc	cluster3770	clusterTSS_bam_3031	Hcc	cluster3769	clusterTSS_HS72_4249	-169	CG8378
FBgn0027497	Bcc	cluster10135	clusterTSS_bam_8277	Hcc	cluster10134	clusterTSS_HS72_11508	-490	Madm
FBgn0027498	Bcc	cluster14938	clusterTSS_bam_12366	Hcc	cluster14939	clusterTSS_HS72_16981	170	CG2061
FBgn0027499	Bcc	cluster5439	clusterTSS_bam_4409	Hcc	cluster5438	clusterTSS_HS72_6152	3518	wde
FBgn0027503	Bcc	cluster10362	clusterTSS_bam_8452	Hcc	cluster10361	clusterTSS_HS72_11775	-191	CG11970
FBgn0027505	Bcc	cluster2538	clusterTSS_bam_2085	Hcc	cluster2536	clusterTSS_HS72_2853	4159	Rab3-GAP
FBgn0027507	Bcc	cluster3255	clusterTSS_bam_2607	Hcc	cluster3256	clusterTSS_HS72_3676	1900	CG1344
FBgn0027512	Bcc	cluster13535	clusterTSS_bam_11093	Hcc	cluster13536	clusterTSS_HS72_15382	-252	CG10254
FBgn0027532	Bcc	cluster9867	clusterTSS_bam_8084	Hcc	cluster9866	clusterTSS_HS72_11201	141	CG7139
FBgn0027539	Bcc	cluster13669	clusterTSS_bam_11215	Hcc	cluster13668	clusterTSS_HS72_15545	230	CG5807
FBgn0027549	Bcc	cluster7164	clusterTSS_bam_5870	Hcc	cluster7163	clusterTSS_HS72_8118	-166	CG7927
FBgn0027572	Bcc	cluster4253	clusterTSS_bam_3462	Hcc	cluster4252	clusterTSS_HS72_4787	-111	CG5009
FBgn0027580	Bcc	cluster5356	clusterTSS_bam_4348	Hcc	cluster5357	clusterTSS_HS72_6061	-787	CG1516
FBgn0027583	Bcc	cluster13977	clusterTSS_bam_11486	Hcc	cluster13978	clusterTSS_HS72_15894	-107	CG7601
FBgn0027588	Bcc	cluster16903	clusterTSS_bam_14177	Hcc	cluster16902	clusterTSS_HS72_19207	579	CG14476
FBgn0027596	Bcc	cluster5790	clusterTSS_bam_4702	Hcc	cluster5787	clusterTSS_HS72_6550	17544	CG10249
FBgn0027605	Bcc	cluster15382	clusterTSS_bam_12798	Hcc	cluster15381	clusterTSS_HS72_17479	-141	Vps4
FBgn0027608	Bcc	cluster12216	clusterTSS_bam_9969	Hcc	cluster12217	clusterTSS_HS72_13875	-3301	CG2082
FBgn0027610	Bcc	cluster10703	clusterTSS_bam_8718	Hcc	cluster10704	clusterTSS_HS72_12152	2223	Dic1
FBgn0027615	Bcc	cluster9092	clusterTSS_bam_7479	Hcc	cluster9093	clusterTSS_HS72_10341	-416	CG6404
FBgn0027866	Bcc	cluster12053	clusterTSS_bam_9843	Hcc	cluster12052	clusterTSS_HS72_13696	2983	CG9776
FBgn0027873	Bcc	cluster11805	clusterTSS_bam_9653	Hcc	cluster11806	clusterTSS_HS72_13418	240	Cpsf100
FBgn0027932	Bcc	cluster660	clusterTSS_bam_579	Hcc	cluster662	clusterTSS_HS72_756	11033	Akap200
FBgn0027945	Bcc	cluster9807	clusterTSS_bam_8038	Hcc	cluster9806	clusterTSS_HS72_11138	731	ppl
FBgn0028369	Bcc	cluster14491	clusterTSS_bam_11945	Hcc	cluster14497	clusterTSS_HS72_16490	388350	kirre
FBgn0028372	Bcc	cluster4416	clusterTSS_bam_3594	Hcc	cluster4417	clusterTSS_HS72_4969	529	isopeptidase-T-3
FBgn0028380	Bcc	cluster7938	clusterTSS_bam_6510	Hcc	cluster7939	clusterTSS_HS72_9006	1359	fal
FBgn0028397	Bcc	cluster16556	clusterTSS_bam_13869	Hcc	cluster16554	clusterTSS_HS72_18813	8795	Tob
FBgn0028475	Bcc	cluster13552	clusterTSS_bam_11101	Hcc	cluster13553	clusterTSS_HS72_15401	-309	Hrd3
FBgn0028487	Bcc	cluster12826	clusterTSS_bam_10509	Hcc	cluster12827	clusterTSS_HS72_14590	-1312	f-cup
FBgn0028540	Bcc	cluster2648	clusterTSS_bam_2169	Hcc	cluster2647	clusterTSS_HS72_2981	341	CG9008
FBgn0028541	Bcc	cluster1066	clusterTSS_bam_908	Hcc	cluster1065	clusterTSS_HS72_1203	-24173	TM9SF4
FBgn0028572	Bcc	cluster367	clusterTSS_bam_309	Hcc	cluster368	clusterTSS_HS72_415	5216	qtc
FBgn0028582	Bcc	cluster7129	clusterTSS_bam_5836	Hcc	cluster7130	clusterTSS_HS72_8080	4340	lqf
FBgn0028647	Bcc	cluster11611	clusterTSS_bam_9506	Hcc	cluster11612	clusterTSS_HS72_13195	68	CG11902
FBgn0028684	Bcc	cluster11421	clusterTSS_bam_9340	Hcc	cluster11420	clusterTSS_HS72_12974	-358	Rpt5
FBgn0028685	Bcc	cluster15938	clusterTSS_bam_13295	Hcc	cluster15939	clusterTSS_HS72_18107	-183	Rpt4
FBgn0028689	Bcc	cluster5769	clusterTSS_bam_4684	Hcc	cluster5770	clusterTSS_HS72_6533	-640	Rpn6
FBgn0028692	Bcc	cluster11822	clusterTSS_bam_9666	Hcc	cluster11823	clusterTSS_HS72_13436	169	Rpn2
FBgn0028695	Bcc	cluster7972	clusterTSS_bam_6538	Hcc	cluster7971	clusterTSS_HS72_9044	-183	Rpn1
FBgn0028737	Bcc	cluster4152	clusterTSS_bam_3357	Hcc	cluster4151	clusterTSS_HS72_4669	-112	Ef1beta
FBgn0028852	Bcc	cluster1146	clusterTSS_bam_964	Hcc	cluster1145	clusterTSS_HS72_1290	-86	CG15262
FBgn0028965	Bcc	cluster2592	clusterTSS_bam_2127	Hcc	cluster2593	clusterTSS_HS72_2919	-189	A16
FBgn0029131	Bcc	cluster3303	clusterTSS_bam_2638	Hcc	cluster3304	clusterTSS_HS72_3731	163	Debcl
FBgn0029152	Bcc	cluster9834	clusterTSS_bam_8059	Hcc	cluster9833	clusterTSS_HS72_11165	539	Mkrn1
FBgn0029503	Bcc	cluster11474	clusterTSS_bam_9387	Hcc	cluster11473	clusterTSS_HS72_13037	-177	CHORD
FBgn0029693	Bcc	cluster15802	clusterTSS_bam_13181	Hcc	cluster15803	clusterTSS_HS72_17955	-187	CG6379
FBgn0029715	Bcc	cluster15826	clusterTSS_bam_13198	Hcc	cluster15827	clusterTSS_HS72_17982	-243	CG11444
FBgn0029763	Bcc	cluster14601	clusterTSS_bam_12056	Hcc	cluster14602	clusterTSS_HS72_16607	430	CG4165
FBgn0029819	Bcc	cluster15915	clusterTSS_bam_13270	Hcc	cluster15916	clusterTSS_HS72_18082	-129	CG3016
FBgn0029860	Bcc	cluster15941	clusterTSS_bam_13297	Hcc	cluster15942	clusterTSS_HS72_18112	-135	CG15891
FBgn0029881	Bcc	cluster14683	clusterTSS_bam_12134	Hcc	cluster14685	clusterTSS_HS72_16696	44524	pigs
FBgn0029885	Bcc	cluster15958	clusterTSS_bam_13313	Hcc	cluster15957	clusterTSS_HS72_18132	190	CG3224
FBgn0029895	Bcc	cluster14698	clusterTSS_bam_12146	Hcc	cluster14699	clusterTSS_HS72_16710	9753	CG14441
FBgn0029941	Bcc	cluster15995	clusterTSS_bam_13352	Hcc	cluster15994	clusterTSS_HS72_18171	1204	CG1677
FBgn0029942	Bcc	cluster14729	clusterTSS_bam_12173	Hcc	cluster14728	clusterTSS_HS72_16739	-169	CG2059
FBgn0029959	Bcc	cluster14748	clusterTSS_bam_12181	Hcc	cluster14749	clusterTSS_HS72_16760	844	Rab39
FBgn0029976	Bcc	cluster14761	clusterTSS_bam_12190	Hcc	cluster14760	clusterTSS_HS72_16772	-116	snz
FBgn0029979	Bcc	cluster16029	clusterTSS_bam_13385	Hcc	cluster16028	clusterTSS_HS72_18215	422	CG10777
FBgn0029986	Bcc	cluster16033	clusterTSS_bam_13389	Hcc	cluster16034	clusterTSS_HS72_18222	-55	CG15332
FBgn0029992	Bcc	cluster16045	clusterTSS_bam_13400	Hcc	cluster16044	clusterTSS_HS72_18235	96	Upf2
FBgn0030008	Bcc	cluster14782	clusterTSS_bam_12213	Hcc	cluster14781	clusterTSS_HS72_16802	-125	CG2129
FBgn0030011	Bcc	cluster16057	clusterTSS_bam_13413	Hcc	cluster16058	clusterTSS_HS72_18253	-177	Gbeta5
FBgn0030038	Bcc	cluster14807	clusterTSS_bam_12237	Hcc	cluster14808	clusterTSS_HS72_16833	1652	CG1440
FBgn0030066	Bcc	cluster16108	clusterTSS_bam_13464	Hcc	cluster16107	clusterTSS_HS72_18308	151	CG1885
FBgn0030183	Bcc	cluster16182	clusterTSS_bam_13527	Hcc	cluster16179	clusterTSS_HS72_18382	4554	CG15309
FBgn0030218	Bcc	cluster16210	clusterTSS_bam_13552	Hcc	cluster16211	clusterTSS_HS72_18416	-1055	CG1628
FBgn0030241	Bcc	cluster16242	clusterTSS_bam_13583	Hcc	cluster16241	clusterTSS_HS72_18452	152	feo
FBgn0030245	Bcc	cluster16244	clusterTSS_bam_13585	Hcc	cluster16245	clusterTSS_HS72_18456	-190	CG1637
FBgn0030263	Bcc	cluster14937	clusterTSS_bam_12364	Hcc	cluster14936	clusterTSS_HS72_16977	-195	CG2076
FBgn0030314	Bcc	cluster14987	clusterTSS_bam_12413	Hcc	cluster14986	clusterTSS_HS72_17032	-180	CG11696
FBgn0030321	Bcc	cluster14997	clusterTSS_bam_12423	Hcc	cluster14996	clusterTSS_HS72_17041	-277	CG1703
FBgn0030343	Bcc	cluster15022	clusterTSS_bam_12452	Hcc	cluster15023	clusterTSS_HS72_17072	195	ATP7
FBgn0030350	Bcc	cluster15028	clusterTSS_bam_12457	Hcc	cluster15027	clusterTSS_HS72_17076	-355	SelG
FBgn0030357	Bcc	cluster16317	clusterTSS_bam_13662	Hcc	cluster16318	clusterTSS_HS72_18544	-326	Sclp
FBgn0030400	Bcc	cluster16337	clusterTSS_bam_13678	Hcc	cluster16336	clusterTSS_HS72_18565	604	CG11138
FBgn0030420	Bcc	cluster16346	clusterTSS_bam_13685	Hcc	cluster16345	clusterTSS_HS72_18576	203	CG12717
FBgn0030457	Bcc	cluster15092	clusterTSS_bam_12511	Hcc	cluster15091	clusterTSS_HS72_17142	-194	CG12096
FBgn0030485	Bcc	cluster16386	clusterTSS_bam_13719	Hcc	cluster16387	clusterTSS_HS72_18621	-1232	CG1998
FBgn0030554	Bcc	cluster15159	clusterTSS_bam_12580	Hcc	cluster15158	clusterTSS_HS72_17217	-178	CG1434
FBgn0030625	Bcc	cluster15188	clusterTSS_bam_12603	Hcc	cluster15189	clusterTSS_HS72_17253	1025	CG5877
FBgn0030647	Bcc	cluster15209	clusterTSS_bam_12624	Hcc	cluster15210	clusterTSS_HS72_17278	2060	CG6324
FBgn0030659	Bcc	cluster16499	clusterTSS_bam_13811	Hcc	cluster16500	clusterTSS_HS72_18748	-166	CG9215
FBgn0030669	Bcc	cluster16510	clusterTSS_bam_13821	Hcc	cluster16511	clusterTSS_HS72_18760	-165	CG9240
FBgn0030672	Bcc	cluster16515	clusterTSS_bam_13826	Hcc	cluster16514	clusterTSS_HS72_18765	1441	CG9281
FBgn0030673	Bcc	cluster15232	clusterTSS_bam_12646	Hcc	cluster15231	clusterTSS_HS72_17302	-125	CG15601
FBgn0030685	Bcc	cluster16522	clusterTSS_bam_13834	Hcc	cluster16520	clusterTSS_HS72_18772	4805	Graf
FBgn0030695	Bcc	cluster16529	clusterTSS_bam_13839	Hcc	cluster16528	clusterTSS_HS72_18782	146	PGRP-LE
FBgn0030719	Bcc	cluster16549	clusterTSS_bam_13863	Hcc	cluster16548	clusterTSS_HS72_18807	1656	eIF5
FBgn0030744	Bcc	cluster16576	clusterTSS_bam_13891	Hcc	cluster16575	clusterTSS_HS72_18837	1298	CG9992
FBgn0030753	Bcc	cluster15305	clusterTSS_bam_12723	Hcc	cluster15304	clusterTSS_HS72_17392	-139	rngo
FBgn0030797	Bcc	cluster16617	clusterTSS_bam_13929	Hcc	cluster16615	clusterTSS_HS72_18880	7334	CG13004
FBgn0030812	Bcc	cluster16629	clusterTSS_bam_13942	Hcc	cluster16630	clusterTSS_HS72_18899	-166	CG8949
FBgn0030833	Bcc	cluster16642	clusterTSS_bam_13952	Hcc	cluster16643	clusterTSS_HS72_18913	-167	CG8915
FBgn0030838	Bcc	cluster15353	clusterTSS_bam_12771	Hcc	cluster15352	clusterTSS_HS72_17447	-20030	CG5445
FBgn0030864	Bcc	cluster16668	clusterTSS_bam_13975	Hcc	cluster16669	clusterTSS_HS72_18940	-139	CG8173
FBgn0030883	Bcc	cluster16683	clusterTSS_bam_13990	Hcc	cluster16682	clusterTSS_HS72_18954	148	CG7772
FBgn0030894	Bcc	cluster16691	clusterTSS_bam_13999	Hcc	cluster16690	clusterTSS_HS72_18963	1550	CG7192
FBgn0030930	Bcc	cluster16716	clusterTSS_bam_14020	Hcc	cluster16717	clusterTSS_HS72_18993	-178	GalNAc-T2
FBgn0030990	Bcc	cluster16759	clusterTSS_bam_14056	Hcc	cluster16760	clusterTSS_HS72_19041	-193	CG7556
FBgn0030997	Bcc	cluster16763	clusterTSS_bam_14058	Hcc	cluster16764	clusterTSS_HS72_19045	-195	CG7990
FBgn0031020	Bcc	cluster15430	clusterTSS_bam_12848	Hcc	cluster15429	clusterTSS_HS72_17534	-277	Nat1
FBgn0031047	Bcc	cluster15463	clusterTSS_bam_12880	Hcc	cluster15462	clusterTSS_HS72_17566	-112	Rcd-1
FBgn0031059	Bcc	cluster16809	clusterTSS_bam_14105	Hcc	cluster16810	clusterTSS_HS72_19095	-239	CG14229
FBgn0031068	Bcc	cluster15480	clusterTSS_bam_12902	Hcc	cluster15479	clusterTSS_HS72_17588	-584	Alr
FBgn0031070	Bcc	cluster16818	clusterTSS_bam_14115	Hcc	cluster16819	clusterTSS_HS72_19106	-537	CG12702
FBgn0031155	Bcc	cluster16875	clusterTSS_bam_14160	Hcc	cluster16876	clusterTSS_HS72_19177	-338	CG15446
FBgn0031189	Bcc	cluster15561	clusterTSS_bam_12969	Hcc	cluster15560	clusterTSS_HS72_17683	-128	CG14618
FBgn0031194	Bcc	cluster16916	clusterTSS_bam_14190	Hcc	cluster16915	clusterTSS_HS72_19219	258	CG17598
FBgn0031195	Bcc	cluster15568	clusterTSS_bam_12974	Hcc	cluster15571	clusterTSS_HS72_17694	25676	CG17600
FBgn0031227	Bcc	cluster1591	clusterTSS_bam_1294	Hcc	cluster1592	clusterTSS_HS72_1792	-272	CG3709
FBgn0031233	Bcc	cluster29	clusterTSS_bam_29	Hcc	cluster28	clusterTSS_HS72_32	-390	Tbc1d15-17
FBgn0031238	Bcc	cluster1605	clusterTSS_bam_1308	Hcc	cluster1604	clusterTSS_HS72_1805	16934	CG3645
FBgn0031244	Bcc	cluster1610	clusterTSS_bam_1312	Hcc	cluster1609	clusterTSS_HS72_1812	437	CG11601
FBgn0031287	Bcc	cluster1649	clusterTSS_bam_1350	Hcc	cluster1650	clusterTSS_HS72_1865	-376	CG4291
FBgn0031376	Bcc	cluster132	clusterTSS_bam_113	Hcc	cluster131	clusterTSS_HS72_153	-203	Der-1
FBgn0031420	Bcc	cluster169	clusterTSS_bam_143	Hcc	cluster170	clusterTSS_HS72_196	295	Atxn7
FBgn0031449	Bcc	cluster187	clusterTSS_bam_154	Hcc	cluster186	clusterTSS_HS72_215	-4449	CG31689
FBgn0031488	Bcc	cluster222	clusterTSS_bam_189	Hcc	cluster223	clusterTSS_HS72_256	14320	CG17265
FBgn0031491	Bcc	cluster1817	clusterTSS_bam_1476	Hcc	cluster1816	clusterTSS_HS72_2049	354	alpha4GT1
FBgn0031494	Bcc	cluster225	clusterTSS_bam_191	Hcc	cluster226	clusterTSS_HS72_259	483	CG17219
FBgn0031497	Bcc	cluster1821	clusterTSS_bam_1480	Hcc	cluster1822	clusterTSS_HS72_2057	-215	CG17259
FBgn0031575	Bcc	cluster283	clusterTSS_bam_231	Hcc	cluster284	clusterTSS_HS72_322	2365	Cep97
FBgn0031608	Bcc	cluster318	clusterTSS_bam_261	Hcc	cluster317	clusterTSS_HS72_357	-162	CG15435
FBgn0031636	Bcc	cluster330	clusterTSS_bam_271	Hcc	cluster331	clusterTSS_HS72_373	84	CG12194
FBgn0031637	Bcc	cluster1922	clusterTSS_bam_1565	Hcc	cluster1921	clusterTSS_HS72_2166	941	mxt
FBgn0031657	Bcc	cluster344	clusterTSS_bam_283	Hcc	cluster345	clusterTSS_HS72_387	225	CG3756
FBgn0031664	Bcc	cluster1941	clusterTSS_bam_1585	Hcc	cluster1942	clusterTSS_HS72_2190	-167	CG8892
FBgn0031670	Bcc	cluster354	clusterTSS_bam_295	Hcc	cluster353	clusterTSS_HS72_397	-178	CG3887
FBgn0031682	Bcc	cluster372	clusterTSS_bam_312	Hcc	cluster371	clusterTSS_HS72_418	-104	CG5828
FBgn0031683	Bcc	cluster374	clusterTSS_bam_313	Hcc	cluster373	clusterTSS_HS72_420	-234	CG4230
FBgn0031711	Bcc	cluster397	clusterTSS_bam_333	Hcc	cluster396	clusterTSS_HS72_445	-174	CG6907
FBgn0031759	Bcc	cluster2024	clusterTSS_bam_1651	Hcc	cluster2023	clusterTSS_HS72_2282	2648	lid
FBgn0031773	Bcc	cluster2034	clusterTSS_bam_1659	Hcc	cluster2035	clusterTSS_HS72_2294	-176	Fbw5
FBgn0031777	Bcc	cluster2036	clusterTSS_bam_1660	Hcc	cluster2037	clusterTSS_HS72_2296	-336	CG9154
FBgn0031814	Bcc	cluster2055	clusterTSS_bam_1673	Hcc	cluster2054	clusterTSS_HS72_2314	107	retm
FBgn0031820	Bcc	cluster486	clusterTSS_bam_416	Hcc	cluster491	clusterTSS_HS72_558	3335	DLP
FBgn0031878	Bcc	cluster2125	clusterTSS_bam_1730	Hcc	cluster2124	clusterTSS_HS72_2395	415	sip2
FBgn0031893	Bcc	cluster559	clusterTSS_bam_482	Hcc	cluster558	clusterTSS_HS72_637	-186	CG4495
FBgn0031896	Bcc	cluster2150	clusterTSS_bam_1750	Hcc	cluster2148	clusterTSS_HS72_2420	7976	CG4502
FBgn0031897	Bcc	cluster2152	clusterTSS_bam_1752	Hcc	cluster2151	clusterTSS_HS72_2424	778	CG13784
FBgn0031952	Bcc	cluster2180	clusterTSS_bam_1781	Hcc	cluster2179	clusterTSS_HS72_2454	264	cdc14
FBgn0031990	Bcc	cluster2210	clusterTSS_bam_1809	Hcc	cluster2207	clusterTSS_HS72_2483	22187	CG8552
FBgn0032010	Bcc	cluster2228	clusterTSS_bam_1832	Hcc	cluster2227	clusterTSS_HS72_2507	4545	CG8086
FBgn0032015	Bcc	cluster2235	clusterTSS_bam_1837	Hcc	cluster2236	clusterTSS_HS72_2516	-123	Ostgamma
FBgn0032076	Bcc	cluster2277	clusterTSS_bam_1873	Hcc	cluster2278	clusterTSS_HS72_2559	-227	CG9510
FBgn0032101	Bcc	cluster2294	clusterTSS_bam_1887	Hcc	cluster2295	clusterTSS_HS72_2577	-380	CG9586
FBgn0032117	Bcc	cluster2304	clusterTSS_bam_1893	Hcc	cluster2303	clusterTSS_HS72_2588	1075	FucTB
FBgn0032123	Bcc	cluster734	clusterTSS_bam_635	Hcc	cluster736	clusterTSS_HS72_841	13522	Oatp30B
FBgn0032130	Bcc	cluster738	clusterTSS_bam_638	Hcc	cluster741	clusterTSS_HS72_845	2323	CG3838
FBgn0032135	Bcc	cluster746	clusterTSS_bam_644	Hcc	cluster745	clusterTSS_HS72_850	-462	GlcAT-S
FBgn0032166	Bcc	cluster769	clusterTSS_bam_665	Hcc	cluster768	clusterTSS_HS72_874	-151	CG4619
FBgn0032258	Bcc	cluster2409	clusterTSS_bam_1986	Hcc	cluster2410	clusterTSS_HS72_2706	-213	CG7456
FBgn0032290	Bcc	cluster880	clusterTSS_bam_769	Hcc	cluster879	clusterTSS_HS72_1004	-192	CG6443
FBgn0032354	Bcc	cluster916	clusterTSS_bam_798	Hcc	cluster917	clusterTSS_HS72_1042	558	CG4788
FBgn0032374	Bcc	cluster941	clusterTSS_bam_811	Hcc	cluster940	clusterTSS_HS72_1067	-178	CG14931
FBgn0032388	Bcc	cluster2520	clusterTSS_bam_2070	Hcc	cluster2521	clusterTSS_HS72_2838	-223	CG6686
FBgn0032445	Bcc	cluster989	clusterTSS_bam_857	Hcc	cluster990	clusterTSS_HS72_1124	239	CG6153
FBgn0032446	Bcc	cluster2573	clusterTSS_bam_2112	Hcc	cluster2572	clusterTSS_HS72_2891	628	CG5780
FBgn0032447	Bcc	cluster991	clusterTSS_bam_859	Hcc	cluster992	clusterTSS_HS72_1126	1004	PICK1
FBgn0032449	Bcc	cluster2575	clusterTSS_bam_2113	Hcc	cluster2576	clusterTSS_HS72_2896	-134	CG17036
FBgn0032454	Bcc	cluster2579	clusterTSS_bam_2117	Hcc	cluster2580	clusterTSS_HS72_2901	-591	CG5787
FBgn0032467	Bcc	cluster2589	clusterTSS_bam_2126	Hcc	cluster2590	clusterTSS_HS72_2916	-342	CG9934
FBgn0032474	Bcc	cluster2600	clusterTSS_bam_2136	Hcc	cluster2601	clusterTSS_HS72_2928	-1049	DnaJ-H
FBgn0032482	Bcc	cluster1017	clusterTSS_bam_875	Hcc	cluster1018	clusterTSS_HS72_1154	246	Pect
FBgn0032485	Bcc	cluster2612	clusterTSS_bam_2143	Hcc	cluster2613	clusterTSS_HS72_2941	-292	CG9426
FBgn0032509	Bcc	cluster1042	clusterTSS_bam_888	Hcc	cluster1043	clusterTSS_HS72_1178	256	CG6523
FBgn0032586	Bcc	cluster1199	clusterTSS_bam_997	Hcc	cluster1201	clusterTSS_HS72_1355	5392	Tpr2
FBgn0032600	Bcc	cluster1224	clusterTSS_bam_1018	Hcc	cluster1223	clusterTSS_HS72_1381	-122	CG17912
FBgn0032640	Bcc	cluster1259	clusterTSS_bam_1045	Hcc	cluster1258	clusterTSS_HS72_1425	-1919	Sgt
FBgn0032646	Bcc	cluster2842	clusterTSS_bam_2298	Hcc	cluster2841	clusterTSS_HS72_3200	306	CG6412
FBgn0032660	Bcc	cluster2860	clusterTSS_bam_2302	Hcc	cluster2859	clusterTSS_HS72_3220	236	elfless
FBgn0032671	Bcc	cluster2865	clusterTSS_bam_2307	Hcc	cluster2866	clusterTSS_HS72_3227	-636	CG7200
FBgn0032721	Bcc	cluster2922	clusterTSS_bam_2363	Hcc	cluster2921	clusterTSS_HS72_3290	1436	CG10602
FBgn0032729	Bcc	cluster2929	clusterTSS_bam_2369	Hcc	cluster2930	clusterTSS_HS72_3302	-187	CG10639
FBgn0032740	Bcc	cluster1330	clusterTSS_bam_1094	Hcc	cluster1331	clusterTSS_HS72_1513	625	CG15172
FBgn0032751	Bcc	cluster1345	clusterTSS_bam_1106	Hcc	cluster1344	clusterTSS_HS72_1527	-390	CG17343
FBgn0032799	Bcc	cluster2982	clusterTSS_bam_2423	Hcc	cluster2983	clusterTSS_HS72_3363	-204	CG10166
FBgn0032821	Bcc	cluster3000	clusterTSS_bam_2439	Hcc	cluster2999	clusterTSS_HS72_3378	13660	CdGAPr
FBgn0032848	Bcc	cluster1414	clusterTSS_bam_1165	Hcc	cluster1413	clusterTSS_HS72_1601	-190	nesd
FBgn0032857	Bcc	cluster3034	clusterTSS_bam_2458	Hcc	cluster3033	clusterTSS_HS72_3413	11882	CG10947
FBgn0032877	Bcc	cluster1440	clusterTSS_bam_1186	Hcc	cluster1439	clusterTSS_HS72_1629	-269	CG2617
FBgn0032882	Bcc	cluster1449	clusterTSS_bam_1193	Hcc	cluster1447	clusterTSS_HS72_1637	-411	Ns4
FBgn0032883	Bcc	cluster3054	clusterTSS_bam_2475	Hcc	cluster3055	clusterTSS_HS72_3438	-153	CG9323
FBgn0032915	Bcc	cluster3075	clusterTSS_bam_2488	Hcc	cluster3074	clusterTSS_HS72_3460	1685	CG12050
FBgn0032922	Bcc	cluster3083	clusterTSS_bam_2492	Hcc	cluster3084	clusterTSS_HS72_3470	-261	CG9249
FBgn0032938	Bcc	cluster1505	clusterTSS_bam_1238	Hcc	cluster1506	clusterTSS_HS72_1702	10419	CG8671
FBgn0032957	Bcc	cluster3126	clusterTSS_bam_2520	Hcc	cluster3125	clusterTSS_HS72_3513	6056	CG2225
FBgn0032974	Bcc	cluster1544	clusterTSS_bam_1256	Hcc	cluster1543	clusterTSS_HS72_1740	-565	CG3651
FBgn0032988	Bcc	cluster1552	clusterTSS_bam_1266	Hcc	cluster1553	clusterTSS_HS72_1751	134	Tif-IA
FBgn0033017	Bcc	cluster4964	clusterTSS_bam_4037	Hcc	cluster4963	clusterTSS_HS72_5619	194	CG10465
